"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Record1","Input.Record2","Input.label","Answer.equal.label","Approve","Reject"
"32TZXEA1PP85U922OZZB28SYJ5614H","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3W92K5RLWZ55ZOKUZK7C3808B225V7","A2236R33CMX70Q","Approved","Sat Jun 06 12:07:11 PDT 2020","Sat Jun 06 12:07:19 PDT 2020","Tue Jun 09 12:07:19 PDT 2020","Sun Jun 07 00:26:30 PDT 2020","","","8","100% (44/44)","100% (44/44)","100% (44/44)","Royce Leather Unisex Pilot / Catalog Computer Case","Royce Leather 6375","1","Yes"
"32TZXEA1PP85U922OZZB28SYJ5614H","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3Z4GS9HPN0YIB2XH5FJTVEY1GQR77X","A3CDL9X2B4QWOB","Approved","Sun Jun 07 13:26:39 PDT 2020","Sun Jun 07 13:26:45 PDT 2020","Wed Jun 10 13:26:45 PDT 2020","Sun Jun 07 23:22:53 PDT 2020","","","6","100% (88/88)","100% (88/88)","100% (88/88)","Royce Leather Unisex Pilot / Catalog Computer Case","Royce Leather 6375","1","No"
"3D17ECOUPIJKCDJYOLUSS30S55A13W","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","30LSNF239ZJ8ELH7IU6VQC72JQG2I7","A2ZCIU7Z17MHHZ","Approved","Sun Jun 07 06:04:16 PDT 2020","Sun Jun 07 06:04:27 PDT 2020","Wed Jun 10 06:04:27 PDT 2020","Sun Jun 07 06:54:16 PDT 2020","","","11","100% (45/45)","100% (45/45)","100% (45/45)","Acer Aspire V 15 Touch V3-572P-326T Signature Edition Laptop","Acer 15.6 Aspire Notebook 6 GB Memory 1 TB Hard Drive Red E1-572-54206G1TMnrr","0","No"
"3D17ECOUPIJKCDJYOLUSS30S55A13W","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","34MAJL3QP9B3RWEB15IWFL2BKME343","A3FFYWZLVBQDM6","Approved","Sat Jun 06 09:23:32 PDT 2020","Sat Jun 06 09:23:47 PDT 2020","Tue Jun 09 09:23:47 PDT 2020","Sat Jun 06 09:42:03 PDT 2020","","","15","100% (45/45)","100% (45/45)","100% (45/45)","Acer Aspire V 15 Touch V3-572P-326T Signature Edition Laptop","Acer 15.6 Aspire Notebook 6 GB Memory 1 TB Hard Drive Red E1-572-54206G1TMnrr","0","No"
"3D17ECOUPIJKCDJYOLUSS30S55A13W","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3JNQLM5FT9AA4MPD3X38ISZU0UBL25","A3NDR6ZJ1RPDGM","Approved","Mon Jun 08 07:03:28 PDT 2020","Mon Jun 08 07:03:39 PDT 2020","Thu Jun 11 07:03:39 PDT 2020","Mon Jun 08 07:17:15 PDT 2020","","","11","100% (40/40)","100% (40/40)","100% (40/40)","Acer Aspire V 15 Touch V3-572P-326T Signature Edition Laptop","Acer 15.6 Aspire Notebook 6 GB Memory 1 TB Hard Drive Red E1-572-54206G1TMnrr","0","Yes"
"3D17ECOUPIJKCDJYOLUSS30S55A13W","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3R2PKQ87N1WYLPL0SCPF5LL0PVXIME","A3CDL9X2B4QWOB","Approved","Sun Jun 07 13:25:13 PDT 2020","Sun Jun 07 13:25:20 PDT 2020","Wed Jun 10 13:25:20 PDT 2020","Sun Jun 07 23:22:56 PDT 2020","","","7","100% (88/88)","100% (88/88)","100% (88/88)","Acer Aspire V 15 Touch V3-572P-326T Signature Edition Laptop","Acer 15.6 Aspire Notebook 6 GB Memory 1 TB Hard Drive Red E1-572-54206G1TMnrr","0","No"
"3D17ECOUPIJKCDJYOLUSS30S55A13W","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3RJSC4XJ15IP6NJEWNJNIFAIH6P50F","A22B5CLRFQ9EUX","Approved","Sat Jun 06 09:22:01 PDT 2020","Sat Jun 06 09:22:11 PDT 2020","Tue Jun 09 09:22:11 PDT 2020","Sat Jun 06 09:23:41 PDT 2020","","","10","100% (75/75)","100% (75/75)","100% (75/75)","Acer Aspire V 15 Touch V3-572P-326T Signature Edition Laptop","Acer 15.6 Aspire Notebook 6 GB Memory 1 TB Hard Drive Red E1-572-54206G1TMnrr","0","Yes"
"3D17ECOUPIJKCDJYOLUSS30S55A13W","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3RRCEFRB7R08URIOGYX2X40N8ERB42","A2236R33CMX70Q","Approved","Sat Jun 06 12:05:29 PDT 2020","Sat Jun 06 12:05:49 PDT 2020","Tue Jun 09 12:05:49 PDT 2020","Sun Jun 07 00:26:35 PDT 2020","","","20","100% (44/44)","100% (44/44)","100% (44/44)","Acer Aspire V 15 Touch V3-572P-326T Signature Edition Laptop","Acer 15.6 Aspire Notebook 6 GB Memory 1 TB Hard Drive Red E1-572-54206G1TMnrr","0","No"
"39HYCOOPLS9FQU7KAWJ2P4A7UTUDME","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","32RIADZISXS7BDZQRKJXNTANC2D4SW","A22B5CLRFQ9EUX","Approved","Sat Jun 06 09:19:02 PDT 2020","Sat Jun 06 09:19:09 PDT 2020","Tue Jun 09 09:19:09 PDT 2020","Sat Jun 06 09:23:41 PDT 2020","","","7","100% (75/75)","100% (75/75)","100% (75/75)","Kensington K64663US ClickSafe Master Keyed Laptop Lock","Agptek.com, Inc LR64F ","0","No"
"39HYCOOPLS9FQU7KAWJ2P4A7UTUDME","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","39LOEL67OXT4AX1DD889WXIGM8B83G","A3DOV0ZKXELDH5","Approved","Sun Jun 07 08:10:30 PDT 2020","Sun Jun 07 08:10:41 PDT 2020","Wed Jun 10 08:10:41 PDT 2020","Sun Jun 07 08:36:05 PDT 2020","","","11","100% (11/11)","100% (11/11)","100% (11/11)","Kensington K64663US ClickSafe Master Keyed Laptop Lock","Agptek.com, Inc LR64F ","0","Yes"
"39HYCOOPLS9FQU7KAWJ2P4A7UTUDME","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3HMIGG0U4QU5Q0Y12T1ZMRETV94Y8A","A3FFYWZLVBQDM6","Approved","Sat Jun 06 09:24:54 PDT 2020","Sat Jun 06 09:25:03 PDT 2020","Tue Jun 09 09:25:03 PDT 2020","Sat Jun 06 09:42:03 PDT 2020","","","9","100% (45/45)","100% (45/45)","100% (45/45)","Kensington K64663US ClickSafe Master Keyed Laptop Lock","Agptek.com, Inc LR64F ","0","No"
"39HYCOOPLS9FQU7KAWJ2P4A7UTUDME","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3QHK8ZVMIR64SZP9MQWJJL2YU0NBLW","A3CDL9X2B4QWOB","Approved","Sun Jun 07 13:25:57 PDT 2020","Sun Jun 07 13:26:02 PDT 2020","Wed Jun 10 13:26:02 PDT 2020","Sun Jun 07 23:22:54 PDT 2020","","","5","100% (88/88)","100% (88/88)","100% (88/88)","Kensington K64663US ClickSafe Master Keyed Laptop Lock","Agptek.com, Inc LR64F ","0","No"
"39HYCOOPLS9FQU7KAWJ2P4A7UTUDME","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3QILPRALQAJBE1UNVRSO5BGMRP18NV","A2236R33CMX70Q","Approved","Sat Jun 06 12:01:14 PDT 2020","Sat Jun 06 12:01:25 PDT 2020","Tue Jun 09 12:01:25 PDT 2020","Sun Jun 07 00:26:33 PDT 2020","","","11","100% (44/44)","100% (44/44)","100% (44/44)","Kensington K64663US ClickSafe Master Keyed Laptop Lock","Agptek.com, Inc LR64F ","0","No"
"39HYCOOPLS9FQU7KAWJ2P4A7UTUDME","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3V0Z7YWSI3OD0R17H15E51XWRSBV2W","A2ZCIU7Z17MHHZ","Approved","Sun Jun 07 06:03:46 PDT 2020","Sun Jun 07 06:03:56 PDT 2020","Wed Jun 10 06:03:56 PDT 2020","Sun Jun 07 06:54:12 PDT 2020","","","10","100% (45/45)","100% (45/45)","100% (45/45)","Kensington K64663US ClickSafe Master Keyed Laptop Lock","Agptek.com, Inc LR64F ","0","No"
"3K3IX1W4TAFNDQ1LI2KSG7WWEV8AP5","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","34HJIJKLPAKN35GULFO2YGUUB67V4S","A2ZCIU7Z17MHHZ","Approved","Sun Jun 07 06:05:29 PDT 2020","Sun Jun 07 06:05:37 PDT 2020","Wed Jun 10 06:05:37 PDT 2020","Sun Jun 07 06:54:17 PDT 2020","","","8","100% (45/45)","100% (45/45)","100% (45/45)","Lenovo G410 Laptop Computer - 59410765 - Black - Intel Core i5-4200M Processor( 2.50GHz 1600MHz 3MB)","Lenovo 14 Laptop Intel Core i7 8GB Memory 1TB+8GB Hybrid Hard Drive Black S4170 - 80JU000VUS","1","No"
"3K3IX1W4TAFNDQ1LI2KSG7WWEV8AP5","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3G2UL9A02I2Z72JCM5E1P0Y5LF776Y","A3CDL9X2B4QWOB","Approved","Sun Jun 07 13:26:22 PDT 2020","Sun Jun 07 13:26:32 PDT 2020","Wed Jun 10 13:26:32 PDT 2020","Sun Jun 07 23:22:58 PDT 2020","","","10","100% (88/88)","100% (88/88)","100% (88/88)","Lenovo G410 Laptop Computer - 59410765 - Black - Intel Core i5-4200M Processor( 2.50GHz 1600MHz 3MB)","Lenovo 14 Laptop Intel Core i7 8GB Memory 1TB+8GB Hybrid Hard Drive Black S4170 - 80JU000VUS","1","No"
"3K3IX1W4TAFNDQ1LI2KSG7WWEV8AP5","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3LKC68YZ3FR4MNQHU987YGJDZ6BOW7","A3NDR6ZJ1RPDGM","Approved","Mon Jun 08 07:08:43 PDT 2020","Mon Jun 08 07:08:52 PDT 2020","Thu Jun 11 07:08:52 PDT 2020","Mon Jun 08 07:17:16 PDT 2020","","","9","100% (40/40)","100% (40/40)","100% (40/40)","Lenovo G410 Laptop Computer - 59410765 - Black - Intel Core i5-4200M Processor( 2.50GHz 1600MHz 3MB)","Lenovo 14 Laptop Intel Core i7 8GB Memory 1TB+8GB Hybrid Hard Drive Black S4170 - 80JU000VUS","1","Yes"
"3K3IX1W4TAFNDQ1LI2KSG7WWEV8AP5","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3NG53N1RL07BHM60B65G90LHR428PR","A2236R33CMX70Q","Approved","Sat Jun 06 12:05:49 PDT 2020","Sat Jun 06 12:06:04 PDT 2020","Tue Jun 09 12:06:04 PDT 2020","Sun Jun 07 00:26:38 PDT 2020","","","15","100% (44/44)","100% (44/44)","100% (44/44)","Lenovo G410 Laptop Computer - 59410765 - Black - Intel Core i5-4200M Processor( 2.50GHz 1600MHz 3MB)","Lenovo 14 Laptop Intel Core i7 8GB Memory 1TB+8GB Hybrid Hard Drive Black S4170 - 80JU000VUS","1","No"
"3K3IX1W4TAFNDQ1LI2KSG7WWEV8AP5","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3TOK3KHVJY6PW8PGM10V60KW6F07OM","A3FFYWZLVBQDM6","Approved","Sat Jun 06 09:24:17 PDT 2020","Sat Jun 06 09:24:25 PDT 2020","Tue Jun 09 09:24:25 PDT 2020","Sat Jun 06 09:42:04 PDT 2020","","","8","100% (45/45)","100% (45/45)","100% (45/45)","Lenovo G410 Laptop Computer - 59410765 - Black - Intel Core i5-4200M Processor( 2.50GHz 1600MHz 3MB)","Lenovo 14 Laptop Intel Core i7 8GB Memory 1TB+8GB Hybrid Hard Drive Black S4170 - 80JU000VUS","1","No"
"3K3IX1W4TAFNDQ1LI2KSG7WWEV8AP5","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","3UXUOQ9OKJL0U4VFCIVD550RHYWA7Q","A22B5CLRFQ9EUX","Approved","Sat Jun 06 09:19:10 PDT 2020","Sat Jun 06 09:19:21 PDT 2020","Tue Jun 09 09:19:21 PDT 2020","Sat Jun 06 09:24:07 PDT 2020","","","11","100% (75/75)","100% (75/75)","100% (75/75)","Lenovo G410 Laptop Computer - 59410765 - Black - Intel Core i5-4200M Processor( 2.50GHz 1600MHz 3MB)","Lenovo 14 Laptop Intel Core i7 8GB Memory 1TB+8GB Hybrid Hard Drive Black S4170 - 80JU000VUS","1","No"
"31MCUE39COAHGS9164FVZQ4Y7UT3GY","3HSQTUGQM64MLL70G5MMBJ0BTEOG9O","Do these two items represent the same thing? (CS4145)","Are these two items the same?","item, equality, comparison","$0.00","Fri Jun 05 08:13:51 PDT 2020","6","BatchId:281693;OriginalHitTemplateId:921587268;","7200","259200","Fri Jun 12 08:13:51 PDT 2020","","","30LB5CDZNHYND1333BQ37JHDI5X0ZH","A3FFYWZLVBQDM6","Approved","Sat Jun 06 09:24:33 PDT 2020","Sat Jun 06 09:24:44 PDT 2020","Tue Jun 09 09:24:44 PDT 2020","Sat Jun 06 09:42:03 PDT 2020","","","11","100% (45/45)","100% (45/45)","100% (45/45)","2015 Newest Edition Dell Inspiron 17 5000 Series 17.3 Inch Laptop with with Windows 7 Professional, 5th Generation Intel Core i3-5005U (3M Cache, 2 GHz), 4GB Memory, 500GB HDD","Dell Inspiron 15.6 TouchScreen Laptop Intel Core i5 12GB Memory 1TB Hard Drive Silver I55477502SLV","0","No"
